s,p,o
http://www.w3.org/1999/02/22-rdf-syntax-ns#Alt,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#Bag,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#Seq,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral
http://www.w3.org/2000/01/rdf-schema#Datatype,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2001/XMLSchema#nonNegativeInteger,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2001/XMLSchema#nonNegativeInteger
http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2001/XMLSchema#string
http://iiitd.ac.in/course/sweb/student/2019440/Vehicle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/Vehicle_Brands,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle_Brands
http://iiitd.ac.in/course/sweb/student/2019440/2_Wheeler,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/3_Wheeler,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/Ford,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle_Brands
http://iiitd.ac.in/course/sweb/student/2019440/Cars,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/Cars,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/4_Wheeler
http://iiitd.ac.in/course/sweb/student/2019440/Hyundai,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle_Brands
http://iiitd.ac.in/course/sweb/student/2019440/SUV,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/SUV,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/4_Wheeler
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle_Brands
http://iiitd.ac.in/course/sweb/student/2019440/Electric_Vehicle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/Electric_Vehicle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/2_Wheeler
http://iiitd.ac.in/course/sweb/student/2019440/Electric_Vehicle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/3_Wheeler
http://iiitd.ac.in/course/sweb/student/2019440/Electric_Vehicle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/4_Wheeler
http://iiitd.ac.in/course/sweb/student/2019440/Volkswagon,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle_Brands
http://iiitd.ac.in/course/sweb/student/2019440/4_Wheeler,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/1999/02/22-rdf-syntax-ns#subject,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement
http://www.w3.org/1999/02/22-rdf-syntax-ns#predicate,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement
http://www.w3.org/1999/02/22-rdf-syntax-ns#object,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement
http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#List
http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/1999/02/22-rdf-syntax-ns#List
http://iiitd.ac.in/course/sweb/student/2019440/alternateName,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/alternateSpelling,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/bodyStyleProduced,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/business,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/city,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/country,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/countryOfOrigin,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/currentFocusOn,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/firstName,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://iiitd.ac.in/course/sweb/student/2019440/foundedBy,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/fullName,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/headquarters,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/historicalInformation,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/incorporationDate,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/lastName,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://iiitd.ac.in/course/sweb/student/2019440/longestRunningSeriesOfModels,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/majorCompetitors,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/manufactures,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/market,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/modelName,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/parentCompany,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/prefecture,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/productionOf,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/sales,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/startYear,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/tillYear,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/unitsSold,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/whereSold,http://www.w3.org/2000/01/rdf-schema#domain,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/1999/02/22-rdf-syntax-ns#List
http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://iiitd.ac.in/course/sweb/student/2019440/alternateName,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/name
http://iiitd.ac.in/course/sweb/student/2019440/alternateSpelling,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/name
http://iiitd.ac.in/course/sweb/student/2019440/bodyStyleProduced,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Car_Body_Style
http://iiitd.ac.in/course/sweb/student/2019440/business,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Business
http://iiitd.ac.in/course/sweb/student/2019440/city,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/country,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/countryOfOrigin,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/currentFocusOn,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Goal
http://iiitd.ac.in/course/sweb/student/2019440/firstName,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/firstName
http://iiitd.ac.in/course/sweb/student/2019440/foundedBy,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Person
http://iiitd.ac.in/course/sweb/student/2019440/fullName,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/name
http://iiitd.ac.in/course/sweb/student/2019440/headquarters,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/historicalInformation,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Information
http://iiitd.ac.in/course/sweb/student/2019440/incorporationDate,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#date
http://iiitd.ac.in/course/sweb/student/2019440/lastName,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/lastName
http://iiitd.ac.in/course/sweb/student/2019440/longestRunningSeriesOfModels,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/majorCompetitors,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/manufactures,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/market,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/modelName,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/name
http://iiitd.ac.in/course/sweb/student/2019440/parentCompany,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Company
http://iiitd.ac.in/course/sweb/student/2019440/prefecture,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://iiitd.ac.in/course/sweb/student/2019440/productionOf,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/sales,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Information
http://iiitd.ac.in/course/sweb/student/2019440/startYear,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#gYear
http://iiitd.ac.in/course/sweb/student/2019440/tillYear,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#gYear
http://iiitd.ac.in/course/sweb/student/2019440/unitsSold,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#nonNegativeInteger
http://iiitd.ac.in/course/sweb/student/2019440/whereSold,http://www.w3.org/2000/01/rdf-schema#range,http://iiitd.ac.in/course/sweb/student/2019440/Place
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://proton.semanticweb.org/protonsys#transitiveOver,http://www.w3.org/2000/01/rdf-schema#subClassOf
http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://proton.semanticweb.org/protonsys#transitiveOver,http://www.w3.org/2000/01/rdf-schema#subPropertyOf
http://www.w3.org/2000/01/rdf-schema#subClassOf,http://proton.semanticweb.org/protonsys#transitiveOver,http://www.w3.org/2000/01/rdf-schema#subClassOf
http://www.w3.org/2002/07/owl#equivalentProperty,http://proton.semanticweb.org/protonsys#transitiveOver,http://www.w3.org/2002/07/owl#equivalentProperty
http://www.w3.org/2002/07/owl#equivalentClass,http://proton.semanticweb.org/protonsys#transitiveOver,http://www.w3.org/2002/07/owl#equivalentClass
http://www.w3.org/2002/07/owl#equivalentProperty,http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2002/07/owl#equivalentProperty
http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2002/07/owl#equivalentClass
http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2002/07/owl#inverseOf
http://www.w3.org/2002/07/owl#differentFrom,http://www.w3.org/2002/07/owl#inverseOf,http://www.w3.org/2002/07/owl#differentFrom
_:node11,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://iiitd.ac.in/course/sweb/student/2019440/North_America
_:node12,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://iiitd.ac.in/course/sweb/student/2019440/Japan
_:node13,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://iiitd.ac.in/course/sweb/student/2019440/Asia
_:node11,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:node12
_:node12,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:node13
_:node13,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
_:node1,http://www.w3.org/1999/02/22-rdf-syntax-ns#_1,Hardtop
_:node9,http://www.w3.org/1999/02/22-rdf-syntax-ns#_1,http://iiitd.ac.in/course/sweb/student/2019440/Ford
_:node10,http://www.w3.org/1999/02/22-rdf-syntax-ns#_1,http://iiitd.ac.in/course/sweb/student/2019440/SUV
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternateName,Toyota Rando-Kur큰z훮
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternateName,Toyota Land Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternates,Toyota Rando-Kur큰z훮
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternates,Toyota Land Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternates,Land Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternates,LandCruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternateSpelling,Land Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/alternateSpelling,LandCruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/bodyStyleProduced,_:node1
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/production,_:node1
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/business,Automobile Manufacturer
_:node6,http://iiitd.ac.in/course/sweb/student/2019440/city,http://iiitd.ac.in/course/sweb/student/2019440/Tokyo_City
_:node6,http://iiitd.ac.in/course/sweb/student/2019440/country,http://iiitd.ac.in/course/sweb/student/2019440/Japan
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/countryOfOrigin,http://iiitd.ac.in/course/sweb/student/2019440/Japan
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/currentFocusOn,_:node4
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/currentFocusOn,Sustainable Growth
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/focusOn,_:node4
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/focusOn,Sustainable Growth
_:node8,http://iiitd.ac.in/course/sweb/student/2019440/firstName,Kiichiro
_:node7,http://iiitd.ac.in/course/sweb/student/2019440/foundedBy,_:node8
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/fullName,Toyota Motor Corporation
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/headquarters,_:node6
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/historicalInformation,_:node7
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/information,_:node7
_:node7,http://iiitd.ac.in/course/sweb/student/2019440/incorporationDate,1937-08-28
_:node8,http://iiitd.ac.in/course/sweb/student/2019440/lastName,Toyoda
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/longestRunningSeriesOfModels,http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/seriesOfModels,http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/majorCompetitors,_:node9
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/competitors,_:node9
http://iiitd.ac.in/course/sweb/student/2019440/Ford,http://iiitd.ac.in/course/sweb/student/2019440/manufactures,http://iiitd.ac.in/course/sweb/student/2019440/Cars
http://iiitd.ac.in/course/sweb/student/2019440/Hyundai,http://iiitd.ac.in/course/sweb/student/2019440/manufactures,http://iiitd.ac.in/course/sweb/student/2019440/Cars
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/manufactures,_:node10
http://iiitd.ac.in/course/sweb/student/2019440/Volkswagon,http://iiitd.ac.in/course/sweb/student/2019440/manufactures,http://iiitd.ac.in/course/sweb/student/2019440/Cars
http://iiitd.ac.in/course/sweb/student/2019440/Toyota,http://iiitd.ac.in/course/sweb/student/2019440/market,_:node11
_:node2,http://iiitd.ac.in/course/sweb/student/2019440/modelName,First Generation Land Cruiser
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/parentCompany,http://iiitd.ac.in/course/sweb/student/2019440/Toyota
_:node6,http://iiitd.ac.in/course/sweb/student/2019440/prefecture,http://iiitd.ac.in/course/sweb/student/2019440/Aichi
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/productionOf,_:node2
_:node4,http://iiitd.ac.in/course/sweb/student/2019440/productionOf,http://iiitd.ac.in/course/sweb/student/2019440/Electric_Vehicle
http://iiitd.ac.in/course/sweb/student/2019440/Land_Cruiser,http://iiitd.ac.in/course/sweb/student/2019440/sales,_:node3
_:node2,http://iiitd.ac.in/course/sweb/student/2019440/startYear,1951
_:node3,http://iiitd.ac.in/course/sweb/student/2019440/tillYear,2019
_:node3,http://iiitd.ac.in/course/sweb/student/2019440/unitsSold,10000000
_:node3,http://iiitd.ac.in/course/sweb/student/2019440/whereSold,Worldwide
_:node1,http://www.w3.org/1999/02/22-rdf-syntax-ns#_2,Station Wagon
_:node9,http://www.w3.org/1999/02/22-rdf-syntax-ns#_2,http://iiitd.ac.in/course/sweb/student/2019440/Hyundai
_:node10,http://www.w3.org/1999/02/22-rdf-syntax-ns#_2,http://iiitd.ac.in/course/sweb/student/2019440/Cars
_:node1,http://www.w3.org/1999/02/22-rdf-syntax-ns#_3,Cab Chassis
_:node9,http://www.w3.org/1999/02/22-rdf-syntax-ns#_3,http://iiitd.ac.in/course/sweb/student/2019440/Volkswagon
_:node10,http://www.w3.org/1999/02/22-rdf-syntax-ns#_3,http://iiitd.ac.in/course/sweb/student/2019440/Electric_Vehicle
_:node1,http://www.w3.org/1999/02/22-rdf-syntax-ns#_4,Convertible
_:node4,http://iiitd.ac.in/course/sweb/student/2019440/reason,_:node5
_:node5,http://iiitd.ac.in/course/sweb/student/2019440/impactOn,Environment
_:node5,http://iiitd.ac.in/course/sweb/student/2019440/intensity,Very Low
